OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,OrderAmt
10589,GREAL,8,1997-07-04,1997-08-01,1997-07-14,2,4.42,"Great Lakes Food Market","2732 Baker Blvd.",Eugene,OR,97403,USA,72.0
10590,MEREP,4,1997-07-07,1997-08-04,1997-07-14,3,44.77,"Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3",Canada,1101.0
10591,VAFFE,1,1997-07-07,1997-07-21,1997-07-16,1,55.92,Vaffeljernet,"Smagsloget 45","Århus",,8200,Denmark,812.5
10592,LEHMS,3,1997-07-08,1997-08-05,1997-07-16,1,32.1,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",,60528,Germany,516.4675
10593,LEHMS,7,1997-07-09,1997-08-06,1997-08-13,2,174.2,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",,60528,Germany,1994.4
10594,OLDWO,3,1997-07-09,1997-08-06,1997-07-16,2,5.24,"Old World Delicatessen","2743 Bering St.",Anchorage,AK,99508,USA,565.5
10595,ERNSH,2,1997-07-10,1997-08-07,1997-07-14,1,96.78,"Ernst Handel","Kirchgasse 6",Graz,,8010,Austria,4725.0
10596,WHITC,8,1997-07-11,1997-08-08,1997-08-12,1,16.34,"White Clover Markets","1029 - 12th Ave. S.",Seattle,WA,98124,USA,1180.88
10597,PICCO,7,1997-07-11,1997-08-08,1997-07-18,3,35.12,"Piccolo und mehr","Geislweg 14",Salzburg,,5020,Austria,718.08
10598,RATTC,1,1997-07-14,1997-08-11,1997-07-18,3,44.42,"Rattlesnake Canyon Grocery","2817 Milton Dr.",Albuquerque,NM,87110,USA,2388.5
10599,BSBEV,6,1997-07-15,1997-08-26,1997-07-21,3,29.98,"B's Beverages","Fauntleroy Circus",London,,"EC2 5NT",UK,493.0
10600,HUNGC,4,1997-07-16,1997-08-13,1997-07-21,1,45.13,"Hungry Coyote Import Store","City Center Plaza 516 Main St.",Elgin,OR,97827,USA,479.8
10601,HILAA,7,1997-07-16,1997-08-27,1997-07-22,1,58.3,HILARION-Abastos,"Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira",5022,Venezuela,2285.0
10602,VAFFE,8,1997-07-17,1997-08-14,1997-07-22,2,2.92,Vaffeljernet,"Smagsloget 45","Århus",,8200,Denmark,48.75
10603,SAVEA,8,1997-07-18,1997-08-15,1997-08-08,2,48.77,"Save-a-lot Markets","187 Suffolk Ln.",Boise,ID,83720,USA,1483.0
10604,FURIB,1,1997-07-18,1997-08-15,1997-07-29,1,7.46,"Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32",Lisboa,,1675,Portugal,230.85
10605,MEREP,1,1997-07-21,1997-08-18,1997-07-29,2,379.13,"Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3",Canada,4109.7
10606,TRADH,4,1997-07-22,1997-08-19,1997-07-31,3,79.4,"Tradiçao Hipermercados","Av. Inês de Castro 414","Sao Paulo",SP,05634-030,Brazil,1130.4
10607,SAVEA,5,1997-07-22,1997-08-19,1997-07-25,1,200.24,"Save-a-lot Markets","187 Suffolk Ln.",Boise,ID,83720,USA,6475.4
10608,TOMSP,4,1997-07-23,1997-08-20,1997-08-01,2,27.79,"Toms Spezialitäten","Luisenstr. 48","Münster",,44087,Germany,1064.0
10609,DUMON,7,1997-07-24,1997-08-21,1997-07-30,2,1.85,"Du monde entier","67 rue des Cinquante Otages",Nantes,,44000,France,424.0
10610,LAMAI,8,1997-07-25,1997-08-22,1997-08-06,1,26.78,"La maison d'Asie","1 rue Alsace-Lorraine",Toulouse,,31000,France,299.25
10611,WOLZA,6,1997-07-25,1997-08-22,1997-08-01,2,80.65,"Wolski Zajazd","ul. Filtrowa 68",Warszawa,,01-012,Poland,808.0
10612,SAVEA,1,1997-07-28,1997-08-25,1997-08-01,2,544.08,"Save-a-lot Markets","187 Suffolk Ln.",Boise,ID,83720,USA,6375.0
10613,HILAA,4,1997-07-29,1997-08-26,1997-08-01,2,8.11,HILARION-Abastos,"Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira",5022,Venezuela,353.2
10614,BLAUS,8,1997-07-29,1997-08-26,1997-08-01,3,1.93,"Blauer See Delikatessen","Forsterstr. 57",Mannheim,,68306,Germany,464.0
10615,WILMK,2,1997-07-30,1997-08-27,1997-08-06,3,0.75,"Wilman Kala","Keskuskatu 45",Helsinki,,21240,Finland,120.0
10616,GREAL,1,1997-07-31,1997-08-28,1997-08-05,2,116.53,"Great Lakes Food Market","2732 Baker Blvd.",Eugene,OR,97403,USA,4807.0
10617,GREAL,4,1997-07-31,1997-08-28,1997-08-04,2,18.53,"Great Lakes Food Market","2732 Baker Blvd.",Eugene,OR,97403,USA,1402.5
10618,MEREP,1,1997-08-01,1997-09-12,1997-08-08,1,154.68,"Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3",Canada,2697.5
10619,MEREP,3,1997-08-04,1997-09-01,1997-08-07,3,91.05,"Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3",Canada,1260.0
10620,LAUGB,2,1997-08-05,1997-09-02,1997-08-14,3,0.94,"Laughing Bacchus Wine Cellars","2319 Elm St.",Vancouver,BC,"V3F 2K1",Canada,57.5
10621,ISLAT,4,1997-08-05,1997-09-02,1997-08-11,2,23.73,"Island Trading","Garden House Crowther Way",Cowes,"Isle of Wight","PO31 7PJ",UK,758.5
10622,RICAR,4,1997-08-06,1997-09-03,1997-08-11,3,50.97,"Ricardo Adocicados","Av. Copacabana 267","Rio de Janeiro",RJ,02389-890,Brazil,560.0
10623,FRANK,8,1997-08-07,1997-09-04,1997-08-12,2,97.18,Frankenversand,"Berliner Platz 43","München",,80805,Germany,1336.95
10624,THECR,4,1997-08-07,1997-09-04,1997-08-19,2,94.8,"The Cracker Box","55 Grizzly Peak Rd.",Butte,MT,59801,USA,1393.24
10625,ANATR,3,1997-08-08,1997-09-05,1997-08-14,1,43.9,"Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.",,5021,Mexico,479.75
10626,BERGS,1,1997-08-11,1997-09-08,1997-08-20,2,138.69,"Berglunds snabbköp","Berguvsvägen  8","Luleå",,"S-958 22",Sweden,1503.6
10627,SAVEA,8,1997-08-11,1997-09-22,1997-08-21,3,107.46,"Save-a-lot Markets","187 Suffolk Ln.",Boise,ID,83720,USA,1185.75
10628,BLONP,4,1997-08-12,1997-09-09,1997-08-20,3,30.36,"Blondel père et fils","24 place Kléber",Strasbourg,,67000,France,450.0
10629,GODOS,4,1997-08-12,1997-09-09,1997-08-20,3,85.46,"Godos Cocina Típica","C/ Romero 33",Sevilla,,41101,Spain,2775.05
10630,KOENE,1,1997-08-13,1997-09-10,1997-08-19,2,32.35,"Königlich Essen","Maubelstr. 90",Brandenburg,,14776,Germany,903.6
10631,LAMAI,8,1997-08-14,1997-09-11,1997-08-15,1,0.87,"La maison d'Asie","1 rue Alsace-Lorraine",Toulouse,,31000,France,55.8
10632,WANDK,8,1997-08-14,1997-09-11,1997-08-19,1,41.38,"Die Wandernde Kuh","Adenauerallee 900",Stuttgart,,70563,Germany,589.0
10633,ERNSH,7,1997-08-15,1997-09-12,1997-08-18,3,477.9,"Ernst Handel","Kirchgasse 6",Graz,,8010,Austria,5510.5925
10634,FOLIG,4,1997-08-15,1997-09-12,1997-08-21,3,487.38,"Folies gourmandes","184 chaussée de Tournai",Lille,,59000,France,4985.5
10635,MAGAA,8,1997-08-18,1997-09-15,1997-08-21,3,47.46,"Magazzini Alimentari Riuniti","Via Ludovico il Moro 22",Bergamo,,24100,Italy,1326.225
10636,WARTH,4,1997-08-19,1997-09-16,1997-08-26,1,1.15,"Wartian Herkku","Torikatu 38",Oulu,,90110,Finland,629.5
10637,QUEEN,6,1997-08-19,1997-09-16,1997-08-26,1,201.29,"Queen Cozinha","Alameda dos Canàrios 891","Sao Paulo",SP,05487-020,Brazil,2761.9375
10638,LINOD,3,1997-08-20,1997-09-17,1997-09-01,1,158.44,LINO-Delicateses,"Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta",4980,Venezuela,2720.05
10639,SANTG,7,1997-08-20,1997-09-17,1997-08-27,3,38.64,"Santé Gourmet","Erling Skakkes gate 78",Stavern,,4110,Norway,500.0
10640,WANDK,4,1997-08-21,1997-09-18,1997-08-28,1,23.55,"Die Wandernde Kuh","Adenauerallee 900",Stuttgart,,70563,Germany,708.75
10641,HILAA,4,1997-08-22,1997-09-19,1997-08-26,2,179.61,HILARION-Abastos,"Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira",5022,Venezuela,2054.0
10642,SIMOB,7,1997-08-22,1997-09-19,1997-09-05,3,41.89,"Simons bistro","Vinbæltet 34",Kobenhavn,,1734,Denmark,696.0
10643,ALFKI,6,1997-08-25,1997-09-22,1997-09-02,1,29.46,"Alfreds Futterkiste","Obere Str. 57",Berlin,,12209,Germany,814.5
10644,WELLI,3,1997-08-25,1997-09-22,1997-09-01,2,0.14,"Wellington Importadora","Rua do Mercado 12",Resende,SP,08737-363,Brazil,1371.8
10645,HANAR,4,1997-08-26,1997-09-23,1997-09-02,1,12.41,"Hanari Carnes","Rua do Paço 67","Rio de Janeiro",RJ,05454-876,Brazil,1535.0
10646,HUNGO,9,1997-08-27,1997-10-08,1997-09-03,3,142.33,"Hungry Owl All-Night Grocers","8 Johnstown Road",Cork,"Co. Cork",,Ireland,1446.0
10647,QUEDE,4,1997-08-27,1997-09-10,1997-09-03,2,45.54,"Que Delícia","Rua da Panificadora 12","Rio de Janeiro",RJ,02389-673,Brazil,636.0
10648,RICAR,5,1997-08-28,1997-10-09,1997-09-09,2,14.25,"Ricardo Adocicados","Av. Copacabana 267","Rio de Janeiro",RJ,02389-890,Brazil,372.375
10649,MAISD,5,1997-08-28,1997-09-25,1997-08-29,3,6.2,"Maison Dewey","Rue Joseph-Bens 532",Bruxelles,,B-1180,Belgium,1434.0
10650,FAMIA,5,1997-08-29,1997-09-26,1997-09-03,3,176.81,"Familia Arquibaldo","Rua Orós 92","Sao Paulo",SP,05442-030,Brazil,1779.2
10651,WANDK,8,1997-09-01,1997-09-29,1997-09-11,2,20.6,"Die Wandernde Kuh","Adenauerallee 900",Stuttgart,,70563,Germany,397.8
10652,GOURL,4,1997-09-01,1997-09-29,1997-09-08,2,7.14,"Gourmet Lanchonetes","Av. Brasil 442",Campinas,SP,04876-786,Brazil,318.835
10653,FRANK,1,1997-09-02,1997-09-30,1997-09-19,1,93.25,Frankenversand,"Berliner Platz 43","München",,80805,Germany,1083.15
10654,BERGS,5,1997-09-02,1997-09-30,1997-09-11,1,55.26,"Berglunds snabbköp","Berguvsvägen  8","Luleå",,"S-958 22",Sweden,601.83
10655,REGGC,1,1997-09-03,1997-10-01,1997-09-11,2,4.41,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",,42100,Italy,154.4
10656,GREAL,6,1997-09-04,1997-10-02,1997-09-10,1,57.15,"Great Lakes Food Market","2732 Baker Blvd.",Eugene,OR,97403,USA,604.215
10657,SAVEA,2,1997-09-04,1997-10-02,1997-09-15,2,352.69,"Save-a-lot Markets","187 Suffolk Ln.",Boise,ID,83720,USA,4371.6
10658,QUICK,4,1997-09-05,1997-10-03,1997-09-08,1,364.15,QUICK-Stop,"Taucherstraße 10",Cunewalde,,1307,Germany,4464.6
10659,QUEEN,7,1997-09-05,1997-10-03,1997-09-10,2,105.81,"Queen Cozinha","Alameda dos Canàrios 891","Sao Paulo",SP,05487-020,Brazil,1227.02
10660,HUNGC,8,1997-09-08,1997-10-06,1997-10-15,1,111.29,"Hungry Coyote Import Store","City Center Plaza 516 Main St.",Elgin,OR,97827,USA,1701.0
10661,HUNGO,7,1997-09-09,1997-10-07,1997-09-15,3,17.55,"Hungry Owl All-Night Grocers","8 Johnstown Road",Cork,"Co. Cork",,Ireland,562.6
10662,LONEP,3,1997-09-09,1997-10-07,1997-09-18,2,1.28,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.",Portland,OR,97219,USA,125.0
10663,BONAP,2,1997-09-10,1997-09-24,1997-10-03,2,113.15,"Bon app'","12 rue des Bouchers",Marseille,,13008,France,1930.4
10664,FURIB,1,1997-09-10,1997-10-08,1997-09-19,3,1.27,"Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32",Lisboa,,1675,Portugal,1288.3875
10665,LONEP,1,1997-09-11,1997-10-09,1997-09-17,2,26.31,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.",Portland,OR,97219,USA,1295.0
10666,RICSU,7,1997-09-12,1997-10-10,1997-09-22,2,232.42,"Richter Supermarkt","Starenweg 5","Genève",,1204,Switzerland,4666.94
10667,ERNSH,7,1997-09-12,1997-10-10,1997-09-19,1,78.09,"Ernst Handel","Kirchgasse 6",Graz,,8010,Austria,1536.8
10668,WANDK,1,1997-09-15,1997-10-13,1997-09-23,2,47.22,"Die Wandernde Kuh","Adenauerallee 900",Stuttgart,,70563,Germany,625.275
10669,SIMOB,2,1997-09-15,1997-10-13,1997-09-22,1,24.39,"Simons bistro","Vinbæltet 34",Kobenhavn,,1734,Denmark,570.0
10670,FRANK,4,1997-09-16,1997-10-14,1997-09-18,1,203.48,Frankenversand,"Berliner Platz 43","München",,80805,Germany,2301.75
10671,FRANR,1,1997-09-17,1997-10-15,1997-09-24,1,30.34,"France restauration","54 rue Royale",Nantes,,44000,France,920.1
10672,BERGS,9,1997-09-17,1997-10-01,1997-09-26,2,95.75,"Berglunds snabbköp","Berguvsvägen  8","Luleå",,"S-958 22",Sweden,3815.25
10673,WILMK,2,1997-09-18,1997-10-16,1997-09-19,1,22.76,"Wilman Kala","Keskuskatu 45",Helsinki,,21240,Finland,412.35
10674,ISLAT,4,1997-09-18,1997-10-16,1997-09-30,2,0.9,"Island Trading","Garden House Crowther Way",Cowes,"Isle of Wight","PO31 7PJ",UK,45.0
10675,FRANK,5,1997-09-19,1997-10-17,1997-09-23,2,31.85,Frankenversand,"Berliner Platz 43","München",,80805,Germany,1423.0
10676,TORTU,2,1997-09-22,1997-10-20,1997-09-29,2,2.01,"Tortuga Restaurante","Avda. Azteca 123","México D.F.",,5033,Mexico,534.85
10677,ANTON,1,1997-09-22,1997-10-20,1997-09-26,3,4.03,"Antonio Moreno Taquería","Mataderos  2312","México D.F.",,5023,Mexico,813.365
10678,SAVEA,7,1997-09-23,1997-10-21,1997-10-16,3,388.98,"Save-a-lot Markets","187 Suffolk Ln.",Boise,ID,83720,USA,5256.5
10679,BLONP,8,1997-09-23,1997-10-21,1997-09-30,3,27.94,"Blondel père et fils","24 place Kléber",Strasbourg,,67000,France,660.0
10680,OLDWO,1,1997-09-24,1997-10-22,1997-09-26,1,26.61,"Old World Delicatessen","2743 Bering St.",Anchorage,AK,99508,USA,1261.875
10681,GREAL,3,1997-09-25,1997-10-23,1997-09-30,3,76.13,"Great Lakes Food Market","2732 Baker Blvd.",Eugene,OR,97403,USA,1287.4
10682,ANTON,3,1997-09-25,1997-10-23,1997-10-01,2,36.13,"Antonio Moreno Taquería","Mataderos  2312","México D.F.",,5023,Mexico,375.5
10683,DUMON,2,1997-09-26,1997-10-24,1997-10-01,1,4.4,"Du monde entier","67 rue des Cinquante Otages",Nantes,,44000,France,63.0
10684,OTTIK,3,1997-09-26,1997-10-24,1997-09-30,1,145.63,"Ottilies Käseladen","Mehrheimerstr. 369","Köln",,50739,Germany,1768.0
10685,GOURL,4,1997-09-29,1997-10-13,1997-10-03,2,33.75,"Gourmet Lanchonetes","Av. Brasil 442",Campinas,SP,04876-786,Brazil,801.1
10686,PICCO,2,1997-09-30,1997-10-28,1997-10-08,1,96.5,"Piccolo und mehr","Geislweg 14",Salzburg,,5020,Austria,1404.45
10687,HUNGO,9,1997-09-30,1997-10-28,1997-10-30,2,296.43,"Hungry Owl All-Night Grocers","8 Johnstown Road",Cork,"Co. Cork",,Ireland,4960.9
10688,VAFFE,4,1997-10-01,1997-10-15,1997-10-07,2,299.09,Vaffeljernet,"Smagsloget 45","Århus",,8200,Denmark,3160.6
10689,BERGS,1,1997-10-01,1997-10-29,1997-10-07,2,13.42,"Berglunds snabbköp","Berguvsvägen  8","Luleå",,"S-958 22",Sweden,472.5
10690,HANAR,1,1997-10-02,1997-10-30,1997-10-03,1,15.8,"Hanari Carnes","Rua do Paço 67","Rio de Janeiro",RJ,05454-876,Brazil,862.5
10691,QUICK,2,1997-10-03,1997-11-14,1997-10-22,2,810.05,QUICK-Stop,"Taucherstraße 10",Cunewalde,,1307,Germany,10164.8
10692,ALFKI,4,1997-10-03,1997-10-31,1997-10-13,2,61.02,"Alfred's Futterkiste","Obere Str. 57",Berlin,,12209,Germany,878.0
10693,WHITC,3,1997-10-06,1997-10-20,1997-10-10,3,139.34,"White Clover Markets","1029 - 12th Ave. S.",Seattle,WA,98124,USA,2071.2
10694,QUICK,8,1997-10-06,1997-11-03,1997-10-09,3,398.36,QUICK-Stop,"Taucherstraße 10",Cunewalde,,1307,Germany,4825.0
10695,WILMK,7,1997-10-07,1997-11-18,1997-10-14,1,16.72,"Wilman Kala","Keskuskatu 45",Helsinki,,21240,Finland,642.0
10696,WHITC,8,1997-10-08,1997-11-19,1997-10-14,3,102.55,"White Clover Markets","1029 - 12th Ave. S.",Seattle,WA,98124,USA,996.0
10697,LINOD,3,1997-10-08,1997-11-05,1997-10-14,1,45.52,LINO-Delicateses,"Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta",4980,Venezuela,805.425
10698,ERNSH,4,1997-10-09,1997-11-06,1997-10-17,1,272.47,"Ernst Handel","Kirchgasse 6",Graz,,8010,Austria,3436.4435
10699,MORGK,3,1997-10-09,1997-11-06,1997-10-13,3,0.58,"Morgenstern Gesundkost","Heerstr. 22",Leipzig,,4179,Germany,114.0
10700,SAVEA,3,1997-10-10,1997-11-07,1997-10-16,1,65.1,"Save-a-lot Markets","187 Suffolk Ln.",Boise,ID,83720,USA,1638.4
10701,HUNGO,6,1997-10-13,1997-10-27,1997-10-15,3,220.31,"Hungry Owl All-Night Grocers","8 Johnstown Road",Cork,"Co. Cork",,Ireland,2864.5
10702,ALFKI,4,1997-10-13,1997-11-24,1997-10-21,1,23.94,"Alfred's Futterkiste","Obere Str. 57",Berlin,,12209,Germany,330.0
10703,FOLKO,6,1997-10-14,1997-11-11,1997-10-20,2,152.3,"Folk och fä HB","Åkergatan 24","Bräcke",,"S-844 67",Sweden,2545.0
10704,QUEEN,6,1997-10-14,1997-11-11,1997-11-07,1,4.78,"Queen Cozinha","Alameda dos Canàrios 891","Sao Paulo",SP,05487-020,Brazil,595.5
10705,HILAA,9,1997-10-15,1997-11-12,1997-11-18,2,3.52,HILARION-Abastos,"Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira",5022,Venezuela,378.0
10706,OLDWO,8,1997-10-16,1997-11-13,1997-10-21,3,135.63,"Old World Delicatessen","2743 Bering St.",Anchorage,AK,99508,USA,1893.0
10707,AROUT,4,1997-10-16,1997-10-30,1997-10-23,3,21.74,"Around the Horn","Brook Farm Stratford St. Mary",Colchester,Essex,"CO7 6JX",UK,1641.0
10708,THEBI,6,1997-10-17,1997-11-28,1997-11-05,2,2.96,"The Big Cheese","89 Jefferson Way Suite 2",Portland,OR,97201,USA,180.4
10709,GOURL,1,1997-10-17,1997-11-14,1997-11-20,3,210.8,"Gourmet Lanchonetes","Av. Brasil 442",Campinas,SP,04876-786,Brazil,3424.0
10710,FRANS,1,1997-10-20,1997-11-17,1997-10-23,1,4.98,"Franchi S.p.A.","Via Monte Bianco 34",Torino,,10100,Italy,93.5
10711,SAVEA,5,1997-10-21,1997-12-02,1997-10-29,2,52.41,"Save-a-lot Markets","187 Suffolk Ln.",Boise,ID,83720,USA,4451.7
10712,HUNGO,3,1997-10-21,1997-11-18,1997-10-31,1,89.93,"Hungry Owl All-Night Grocers","8 Johnstown Road",Cork,"Co. Cork",,Ireland,1233.48
10713,SAVEA,1,1997-10-22,1997-11-19,1997-10-24,1,167.05,"Save-a-lot Markets","187 Suffolk Ln.",Boise,ID,83720,USA,2827.9
10714,SAVEA,5,1997-10-22,1997-11-19,1997-10-27,3,24.49,"Save-a-lot Markets","187 Suffolk Ln.",Boise,ID,83720,USA,2205.75
10715,BONAP,3,1997-10-23,1997-11-06,1997-10-29,1,63.2,"Bon app'","12 rue des Bouchers",Marseille,,13008,France,1296.0
10716,RANCH,4,1997-10-24,1997-11-21,1997-10-27,2,22.57,"Rancho grande","Av. del Libertador 900","Buenos Aires",,1010,Argentina,706.0
10717,FRANK,1,1997-10-24,1997-11-21,1997-10-29,2,59.25,Frankenversand,"Berliner Platz 43","München",,80805,Germany,1270.75
10718,KOENE,1,1997-10-27,1997-11-24,1997-10-29,3,170.88,"Königlich Essen","Maubelstr. 90",Brandenburg,,14776,Germany,3463.0
10719,LETSS,8,1997-10-27,1997-11-24,1997-11-05,2,51.44,"Let's Stop N Shop","87 Polk St. Suite 5","San Francisco",CA,94117,USA,844.2525
10720,QUEDE,8,1997-10-28,1997-11-11,1997-11-05,2,9.53,"Que Delícia","Rua da Panificadora 12","Rio de Janeiro",RJ,02389-673,Brazil,550.0
10721,QUICK,5,1997-10-29,1997-11-26,1997-10-31,3,48.92,QUICK-Stop,"Taucherstraße 10",Cunewalde,,1307,Germany,923.875
10722,SAVEA,8,1997-10-29,1997-12-10,1997-11-04,1,74.58,"Save-a-lot Markets","187 Suffolk Ln.",Boise,ID,83720,USA,1570.0
10723,WHITC,3,1997-10-30,1997-11-27,1997-11-25,1,21.72,"White Clover Markets","1029 - 12th Ave. S.",Seattle,WA,98124,USA,468.45
10724,MEREP,8,1997-10-30,1997-12-11,1997-11-05,2,57.75,"Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3",Canada,638.5
10725,FAMIA,4,1997-10-31,1997-11-28,1997-11-05,3,10.83,"Familia Arquibaldo","Rua Orós 92","Sao Paulo",SP,05442-030,Brazil,287.8
10726,EASTC,4,1997-11-03,1997-11-17,1997-12-05,1,16.56,"Eastern Connection","35 King George",London,,"WX3 6FW",UK,655.0
10727,REGGC,2,1997-11-03,1997-12-01,1997-12-05,1,89.9,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",,42100,Italy,1624.5
10728,QUEEN,4,1997-11-04,1997-12-02,1997-11-11,2,58.33,"Queen Cozinha","Alameda dos Canàrios 891","Sao Paulo",SP,05487-020,Brazil,1296.75
10729,LINOD,8,1997-11-04,1997-12-16,1997-11-14,3,141.06,LINO-Delicateses,"Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta",4980,Venezuela,1850.0
10730,BONAP,5,1997-11-05,1997-12-03,1997-11-14,1,20.12,"Bon app'","12 rue des Bouchers",Marseille,,13008,France,484.2625
10731,CHOPS,7,1997-11-06,1997-12-04,1997-11-14,1,96.65,"Chop-suey Chinese","Hauptstr. 31",Bern,,3012,Switzerland,1890.5
10732,BONAP,3,1997-11-06,1997-12-04,1997-11-07,1,16.97,"Bon app'","12 rue des Bouchers",Marseille,,13008,France,360.0
10733,BERGS,1,1997-11-07,1997-12-05,1997-11-10,3,110.11,"Berglunds snabbköp","Berguvsvägen  8","Luleå",,"S-958 22",Sweden,1459.0
10734,GOURL,2,1997-11-07,1997-12-05,1997-11-12,3,1.63,"Gourmet Lanchonetes","Av. Brasil 442",Campinas,SP,04876-786,Brazil,1498.35
10735,LETSS,6,1997-11-10,1997-12-08,1997-11-21,2,45.97,"Let's Stop N Shop","87 Polk St. Suite 5","San Francisco",CA,94117,USA,536.4
10736,HUNGO,9,1997-11-11,1997-12-09,1997-11-21,2,44.1,"Hungry Owl All-Night Grocers","8 Johnstown Road",Cork,"Co. Cork",,Ireland,997.0
10737,VINET,2,1997-11-11,1997-12-09,1997-11-18,2,7.79,"Vins et alcools Chevalier","59 rue de l'Abbaye",Reims,,51100,France,139.8
10738,SPECD,2,1997-11-12,1997-12-10,1997-11-18,1,2.91,"Spécialités du monde","25 rue Lauriston",Paris,,75016,France,52.35
10739,VINET,3,1997-11-12,1997-12-10,1997-11-17,3,11.08,"Vins et alcools Chevalier","59 rue de l'Abbaye",Reims,,51100,France,240.0
10740,WHITC,4,1997-11-13,1997-12-11,1997-11-25,2,81.88,"White Clover Markets","1029 - 12th Ave. S.",Seattle,WA,98124,USA,1416.0
10741,AROUT,4,1997-11-14,1997-11-28,1997-11-18,3,10.96,"Around the Horn","Brook Farm Stratford St. Mary",Colchester,Essex,"CO7 6JX",UK,228.0
10742,BOTTM,3,1997-11-14,1997-12-12,1997-11-18,3,243.73,"Bottom-Dollar Markets","23 Tsawassen Blvd.",Tsawassen,BC,"T2F 8M4",Canada,3118.0
10743,AROUT,1,1997-11-17,1997-12-15,1997-11-21,2,23.72,"Around the Horn","Brook Farm Stratford St. Mary",Colchester,Essex,"CO7 6JX",UK,319.2
10744,VAFFE,6,1997-11-17,1997-12-15,1997-11-24,1,69.19,Vaffeljernet,"Smagsloget 45","Århus",,8200,Denmark,736.0
10745,QUICK,9,1997-11-18,1997-12-16,1997-11-27,1,3.52,QUICK-Stop,"Taucherstraße 10",Cunewalde,,1307,Germany,4529.8
10746,CHOPS,1,1997-11-19,1997-12-17,1997-11-21,3,31.43,"Chop-suey Chinese","Hauptstr. 31",Bern,,3012,Switzerland,2311.7
10747,PICCO,6,1997-11-19,1997-12-17,1997-11-26,1,117.33,"Piccolo und mehr","Geislweg 14",Salzburg,,5020,Austria,1912.85
10748,SAVEA,3,1997-11-20,1997-12-18,1997-11-28,1,232.55,"Save-a-lot Markets","187 Suffolk Ln.",Boise,ID,83720,USA,2196.0
10749,ISLAT,4,1997-11-20,1997-12-18,1997-12-19,2,61.53,"Island Trading","Garden House Crowther Way",Cowes,"Isle of Wight","PO31 7PJ",UK,1080.0
10750,WARTH,9,1997-11-21,1997-12-19,1997-11-24,1,79.3,"Wartian Herkku","Torikatu 38",Oulu,,90110,Finland,1590.5625
10751,RICSU,3,1997-11-24,1997-12-22,1997-12-03,3,130.79,"Richter Supermarkt","Starenweg 5","Genève",,1204,Switzerland,1631.484
10752,NORTS,2,1997-11-24,1997-12-22,1997-11-28,3,1.39,North/South,"South House 300 Queensbridge",London,,"SW7 1RZ",UK,252.0
10753,FRANS,3,1997-11-25,1997-12-23,1997-11-27,1,7.7,"Franchi S.p.A.","Via Monte Bianco 34",Torino,,10100,Italy,88.0
10754,MAGAA,6,1997-11-25,1997-12-23,1997-11-27,3,2.38,"Magazzini Alimentari Riuniti","Via Ludovico il Moro 22",Bergamo,,24100,Italy,55.2
10755,BONAP,4,1997-11-26,1997-12-24,1997-11-28,2,16.71,"Bon app'","12 rue des Bouchers",Marseille,,13008,France,1948.5
10756,SPLIR,8,1997-11-27,1997-12-25,1997-12-02,2,73.21,"Split Rail Beer & Ale","P.O. Box 555",Lander,WY,82520,USA,1990.0
10757,SAVEA,6,1997-11-27,1997-12-25,1997-12-15,1,8.19,"Save-a-lot Markets","187 Suffolk Ln.",Boise,ID,83720,USA,3082.0
10758,RICSU,3,1997-11-28,1997-12-26,1997-12-04,3,138.17,"Richter Supermarkt","Starenweg 5","Genève",,1204,Switzerland,1644.6
10759,ANATR,3,1997-11-28,1997-12-26,1997-12-12,3,11.99,"Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.",,5021,Mexico,320.0
10760,MAISD,4,1997-12-01,1997-12-29,1997-12-10,1,155.64,"Maison Dewey","Rue Joseph-Bens 532",Bruxelles,,B-1180,Belgium,2917.0
